logical_path	original_path	original_filename	size_bytes	sha256	artifact_type	purpose	reason_omitted	recovery_method
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_04_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_04_220710_r03.jsonl	L2D_06_04_220710_r03.jsonl	3004	cf8370f90e237542286e338d1ae74ed7b44e336464f344310ec11988f1edae23	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_05_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_05_220710_r00.jsonl	L2D_06_05_220710_r00.jsonl	13015	abc9bed352320d856891a102fef41fafaf35fb301e3ce0ddc7b9ed71b69066fa	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_05_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_05_220710_r01.jsonl	L2D_06_05_220710_r01.jsonl	13015	abc9bed352320d856891a102fef41fafaf35fb301e3ce0ddc7b9ed71b69066fa	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_05_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_05_220710_r02.jsonl	L2D_06_05_220710_r02.jsonl	13015	abc9bed352320d856891a102fef41fafaf35fb301e3ce0ddc7b9ed71b69066fa	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_05_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_06_05_220710_r03.jsonl	L2D_06_05_220710_r03.jsonl	3004	cf8370f90e237542286e338d1ae74ed7b44e336464f344310ec11988f1edae23	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_04_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_04_220710_r00.jsonl	L2D_07_04_220710_r00.jsonl	13150	ad34cb570138d37fee0d5ca8da8b1ac1f6945c96bbc3c7d43ae6e8e5fe4180f5	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_04_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_04_220710_r01.jsonl	L2D_07_04_220710_r01.jsonl	13150	ad34cb570138d37fee0d5ca8da8b1ac1f6945c96bbc3c7d43ae6e8e5fe4180f5	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_04_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_04_220710_r02.jsonl	L2D_07_04_220710_r02.jsonl	13150	ad34cb570138d37fee0d5ca8da8b1ac1f6945c96bbc3c7d43ae6e8e5fe4180f5	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_04_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_04_220710_r03.jsonl	L2D_07_04_220710_r03.jsonl	13150	ad34cb570138d37fee0d5ca8da8b1ac1f6945c96bbc3c7d43ae6e8e5fe4180f5	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_05_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_05_220710_r00.jsonl	L2D_07_05_220710_r00.jsonl	13150	ad34cb570138d37fee0d5ca8da8b1ac1f6945c96bbc3c7d43ae6e8e5fe4180f5	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_05_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_05_220710_r01.jsonl	L2D_07_05_220710_r01.jsonl	13150	ad34cb570138d37fee0d5ca8da8b1ac1f6945c96bbc3c7d43ae6e8e5fe4180f5	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_05_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_05_220710_r02.jsonl	L2D_07_05_220710_r02.jsonl	13150	ad34cb570138d37fee0d5ca8da8b1ac1f6945c96bbc3c7d43ae6e8e5fe4180f5	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_05_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select/L2D_07_05_220710_r03.jsonl	L2D_07_05_220710_r03.jsonl	13150	ad34cb570138d37fee0d5ca8da8b1ac1f6945c96bbc3c7d43ae6e8e5fe4180f5	predicate_prediction_stream	dev_select front predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_04_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_04_220710_r00.jsonl	L2D_00_04_220710_r00.jsonl	13013	efce078610c0920072590e9416d06f21bc798fa630d7cb32cb86ea2353391c0d	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_04_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_04_220710_r01.jsonl	L2D_00_04_220710_r01.jsonl	13013	efce078610c0920072590e9416d06f21bc798fa630d7cb32cb86ea2353391c0d	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_04_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_04_220710_r02.jsonl	L2D_00_04_220710_r02.jsonl	13013	efce078610c0920072590e9416d06f21bc798fa630d7cb32cb86ea2353391c0d	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_04_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_04_220710_r03.jsonl	L2D_00_04_220710_r03.jsonl	13013	efce078610c0920072590e9416d06f21bc798fa630d7cb32cb86ea2353391c0d	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_05_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_05_220710_r00.jsonl	L2D_00_05_220710_r00.jsonl	12947	a994197c5e68b1499e773bf3e89cc7990c5577b107c853aae44497aaa5caee5b	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_05_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_05_220710_r01.jsonl	L2D_00_05_220710_r01.jsonl	12947	a994197c5e68b1499e773bf3e89cc7990c5577b107c853aae44497aaa5caee5b	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_05_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_05_220710_r02.jsonl	L2D_00_05_220710_r02.jsonl	12947	a994197c5e68b1499e773bf3e89cc7990c5577b107c853aae44497aaa5caee5b	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_05_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_00_05_220710_r03.jsonl	L2D_00_05_220710_r03.jsonl	12947	a994197c5e68b1499e773bf3e89cc7990c5577b107c853aae44497aaa5caee5b	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_04_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_04_220710_r00.jsonl	L2D_01_04_220710_r00.jsonl	6984	50b85fe508fb3c07b2e10f70c532e331273244cc0eac8e893df489e475a1d731	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_04_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_04_220710_r01.jsonl	L2D_01_04_220710_r01.jsonl	6984	50b85fe508fb3c07b2e10f70c532e331273244cc0eac8e893df489e475a1d731	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_04_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_04_220710_r02.jsonl	L2D_01_04_220710_r02.jsonl	6984	50b85fe508fb3c07b2e10f70c532e331273244cc0eac8e893df489e475a1d731	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_04_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_04_220710_r03.jsonl	L2D_01_04_220710_r03.jsonl	6984	50b85fe508fb3c07b2e10f70c532e331273244cc0eac8e893df489e475a1d731	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_05_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_05_220710_r00.jsonl	L2D_01_05_220710_r00.jsonl	6984	50b85fe508fb3c07b2e10f70c532e331273244cc0eac8e893df489e475a1d731	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_05_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_05_220710_r01.jsonl	L2D_01_05_220710_r01.jsonl	6984	50b85fe508fb3c07b2e10f70c532e331273244cc0eac8e893df489e475a1d731	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_05_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_05_220710_r02.jsonl	L2D_01_05_220710_r02.jsonl	6984	50b85fe508fb3c07b2e10f70c532e331273244cc0eac8e893df489e475a1d731	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_05_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_01_05_220710_r03.jsonl	L2D_01_05_220710_r03.jsonl	6984	50b85fe508fb3c07b2e10f70c532e331273244cc0eac8e893df489e475a1d731	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_04_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_04_220710_r00.jsonl	L2D_02_04_220710_r00.jsonl	13013	cfb91887e368098275a289949fd5bda7ba4259cebd97090760fe7e150ad26382	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_04_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_04_220710_r01.jsonl	L2D_02_04_220710_r01.jsonl	13013	cfb91887e368098275a289949fd5bda7ba4259cebd97090760fe7e150ad26382	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_04_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_04_220710_r02.jsonl	L2D_02_04_220710_r02.jsonl	13013	cfb91887e368098275a289949fd5bda7ba4259cebd97090760fe7e150ad26382	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_04_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_04_220710_r03.jsonl	L2D_02_04_220710_r03.jsonl	13013	cfb91887e368098275a289949fd5bda7ba4259cebd97090760fe7e150ad26382	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_05_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_05_220710_r00.jsonl	L2D_02_05_220710_r00.jsonl	13014	296f76fc23b505419a2168006fbccbdd96258a2892e881fe665c74de5215f222	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_05_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_05_220710_r01.jsonl	L2D_02_05_220710_r01.jsonl	13014	296f76fc23b505419a2168006fbccbdd96258a2892e881fe665c74de5215f222	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_05_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_05_220710_r02.jsonl	L2D_02_05_220710_r02.jsonl	13014	296f76fc23b505419a2168006fbccbdd96258a2892e881fe665c74de5215f222	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_05_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_02_05_220710_r03.jsonl	L2D_02_05_220710_r03.jsonl	13014	296f76fc23b505419a2168006fbccbdd96258a2892e881fe665c74de5215f222	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_04_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_04_220710_r00.jsonl	L2D_03_04_220710_r00.jsonl	13978	d9b8db7bc647fed92095e90cdd7a84194facdb23fa7e16f3713cf9e8a9c3fe90	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_04_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_04_220710_r01.jsonl	L2D_03_04_220710_r01.jsonl	13978	d9b8db7bc647fed92095e90cdd7a84194facdb23fa7e16f3713cf9e8a9c3fe90	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_04_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_04_220710_r02.jsonl	L2D_03_04_220710_r02.jsonl	13978	d9b8db7bc647fed92095e90cdd7a84194facdb23fa7e16f3713cf9e8a9c3fe90	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_04_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_04_220710_r03.jsonl	L2D_03_04_220710_r03.jsonl	13978	d9b8db7bc647fed92095e90cdd7a84194facdb23fa7e16f3713cf9e8a9c3fe90	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_05_220710_r00.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_05_220710_r00.jsonl	L2D_03_05_220710_r00.jsonl	14001	c5d26ab1b134314c2520c73f1bcf61c3653f3cf0c2e52fe6b01c30bb36f325d1	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_05_220710_r01.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_05_220710_r01.jsonl	L2D_03_05_220710_r01.jsonl	14001	c5d26ab1b134314c2520c73f1bcf61c3653f3cf0c2e52fe6b01c30bb36f325d1	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_05_220710_r02.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_05_220710_r02.jsonl	L2D_03_05_220710_r02.jsonl	14001	c5d26ab1b134314c2520c73f1bcf61c3653f3cf0c2e52fe6b01c30bb36f325d1	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_05_220710_r03.jsonl	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/observable_predicates_v1/predictions/dev_select_active/L2D_03_05_220710_r03.jsonl	L2D_03_05_220710_r03.jsonl	14001	c5d26ab1b134314c2520c73f1bcf61c3653f3cf0c2e52fe6b01c30bb36f325d1	predicate_prediction_stream	dev_select conditional-side-view predicate stream	reconstructed per-frame stream kept outside Git	rerun infer-observable-predicates with the frozen threshold and split locks
