episode_id,method,signed_return,positive_weight_sum,transitions
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,FULL_FROZEN,0.75,0.75,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,NO_RECOVERY_CREDIT,0.75,0.75,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,171
P1V5_F03_920003__D3_A_done_B_loss_recovery_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,LINEAR_A_FIRST,1.0,1.0,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,LINEAR_B_FIRST,1.0,1.0,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,0.75,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_PHI,0.75,0.75,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,0.75,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,FULL_FROZEN,0.75,0.75,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,NO_RECOVERY_CREDIT,0.75,0.75,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,171
P1V5_F03_920003__D4_B_done_A_loss_recovery_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,171
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,SPARSE_TERMINAL,1.0,1.0,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,LINEAR_A_FIRST,1.0,1.3333333333333335,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,LINEAR_B_FIRST,1.0,1.3333333333333335,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,UNORDERED_COMPLETION_PROGRESS,1.0,1.3333333333333335,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,GRAPH_COST_ONLY,0.75,1.0,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,GRAPH_COST_PHI,0.75,1.0,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,GRAPH_COST_DEBT,0.75,1.0,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,FULL_FROZEN,0.75,1.0,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,NO_RECOVERY_CREDIT,0.75,1.0,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,PAIRED_EVENT_BALANCED_V1,0.0,0.0,259
P1V5_F03_920003__D5_completed_subgoal_invalidated_restored,GLOBAL_POTENTIAL_AUDIT_V1,0.75,1.0,259
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,SPARSE_TERMINAL,0.0,0.0,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_A_FIRST,0.3333333333333333,0.6666666666666666,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_B_FIRST,0.3333333333333333,0.6666666666666666,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_COMPLETION_PROGRESS,0.3333333333333333,0.6666666666666666,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_ONLY,0.25,0.5,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_PHI,0.25,0.5,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_DEBT,0.25,0.5,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,FULL_FROZEN,0.25,0.5,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,NO_RECOVERY_CREDIT,0.25,0.5,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,PAIRED_EVENT_BALANCED_V1,0.0,0.0,139
P1V5_F03_920003__D6_repeat_completed_subgoal_then_terminal_failure,GLOBAL_POTENTIAL_AUDIT_V1,0.25,0.5,139
P1V5_F03_920003__R1_clean_transport_success,SPARSE_TERMINAL,1.0,1.0,67
P1V5_F03_920003__R1_clean_transport_success,LINEAR_A_FIRST,1.0,1.25,67
P1V5_F03_920003__R1_clean_transport_success,LINEAR_B_FIRST,1.0,1.25,67
P1V5_F03_920003__R1_clean_transport_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.25,67
P1V5_F03_920003__R1_clean_transport_success,GRAPH_COST_ONLY,0.6666666666666666,0.8333333333333333,67
P1V5_F03_920003__R1_clean_transport_success,GRAPH_COST_PHI,1.0749589319621897,1.3109601426822521,67
P1V5_F03_920003__R1_clean_transport_success,GRAPH_COST_DEBT,0.6666666666666666,0.8333333333333333,67
P1V5_F03_920003__R1_clean_transport_success,FULL_FROZEN,1.0749589319621897,1.3109601426822521,67
P1V5_F03_920003__R1_clean_transport_success,NO_RECOVERY_CREDIT,1.0749589319621897,1.3109601426822521,67
P1V5_F03_920003__R1_clean_transport_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,67
P1V5_F03_920003__R1_clean_transport_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666665,1.3109601426822521,67
P1V5_F03_920003__R2_loss_at_40pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,LINEAR_A_FIRST,1.0,1.75,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,LINEAR_B_FIRST,1.0,1.75,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.75,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333333,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,GRAPH_COST_PHI,0.9183433596796731,1.5903597201005657,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333333,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,FULL_FROZEN,0.9183433596796731,1.5903597201005657,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,NO_RECOVERY_CREDIT,0.5850100263463397,1.2570263867672327,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,1.0,117
P1V5_F03_920003__R2_loss_at_40pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666665,2.0261139000186197,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,LINEAR_A_FIRST,1.0,1.75,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,LINEAR_B_FIRST,1.0,1.75,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.75,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333333,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,GRAPH_COST_PHI,1.0945163208736068,1.7644681072270598,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333333,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,FULL_FROZEN,1.0945163208736068,1.7644681072270598,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,NO_RECOVERY_CREDIT,0.7611829875402736,1.4311347738937263,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,1.0,117
P1V5_F03_920003__R3_loss_at_80pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666667,2.2233583603919103,117
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,SPARSE_TERMINAL,1.0,1.0,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,LINEAR_A_FIRST,1.0,3.75,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,LINEAR_B_FIRST,1.0,3.75,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,3.75,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,GRAPH_COST_ONLY,0.666666666666667,3.333333333333333,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,GRAPH_COST_PHI,1.5308724446948754,4.231533541263543,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,GRAPH_COST_DEBT,0.666666666666667,3.333333333333333,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,FULL_FROZEN,1.5308724446948754,4.231533541263543,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,NO_RECOVERY_CREDIT,-0.13579422197179025,2.564866874596877,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,3.0,289
P1V5_F03_920003__R4_three_cycles_at_40pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666664,4.858772250505192,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,SPARSE_TERMINAL,1.0,1.0,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,LINEAR_A_FIRST,1.0,4.25,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,LINEAR_B_FIRST,1.0,4.25,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,4.25,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,3.333333333333333,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,GRAPH_COST_PHI,1.8341362876530465,4.56735606366575,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,3.333333333333333,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,FULL_FROZEN,1.8341362876530465,4.56735606366575,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,NO_RECOVERY_CREDIT,0.834136287653046,3.5673560636657498,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,3.0,289
P1V5_F03_920003__R5_three_cycles_at_80pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666664,5.240885425249101,289
P1V5_F03_920003__R6_three_closed_cycles_then_stop,SPARSE_TERMINAL,0.0,0.0,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,LINEAR_A_FIRST,0.5,3.0,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,LINEAR_B_FIRST,0.5,3.0,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,UNORDERED_COMPLETION_PROGRESS,0.5,3.0,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,GRAPH_COST_ONLY,0.3333333333333336,2.833333333333333,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,GRAPH_COST_PHI,0.9127323154901358,3.4329739786271922,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,GRAPH_COST_DEBT,0.3333333333333336,2.833333333333333,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,FULL_FROZEN,0.9127323154901358,3.4329739786271922,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,NO_RECOVERY_CREDIT,-0.7539343511765305,1.766307311960526,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,PAIRED_EVENT_BALANCED_V1,0.0,3.0,255
P1V5_F03_920003__R6_three_closed_cycles_then_stop,GLOBAL_POTENTIAL_AUDIT_V1,0.5338711780223663,4.060212687868841,255
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,SPARSE_TERMINAL,0.0,0.0,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,LINEAR_A_FIRST,0.0,0.75,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,LINEAR_B_FIRST,0.0,0.75,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,UNORDERED_COMPLETION_PROGRESS,0.0,0.75,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_ONLY,-0.3333333333333333,0.5,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_PHI,-0.13209070236484288,0.7012426309684905,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_DEBT,-0.3333333333333333,0.5,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,FULL_FROZEN,-0.13209070236484288,0.7012426309684905,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,NO_RECOVERY_CREDIT,-0.2987573690315096,0.5345759643018237,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,PAIRED_EVENT_BALANCED_V1,-1.0,0.0,57
P1V5_F03_920003__R7_loss_recovery_started_not_completed_terminal,GLOBAL_POTENTIAL_AUDIT_V1,-0.3333333333333335,0.7012426309684905,57
P1V5_F03_920003__R8_commanded_release,SPARSE_TERMINAL,0.0,0.0,41
P1V5_F03_920003__R8_commanded_release,LINEAR_A_FIRST,0.0,0.5,41
P1V5_F03_920003__R8_commanded_release,LINEAR_B_FIRST,0.0,0.5,41
P1V5_F03_920003__R8_commanded_release,UNORDERED_COMPLETION_PROGRESS,0.0,0.5,41
P1V5_F03_920003__R8_commanded_release,GRAPH_COST_ONLY,-0.33333333333333337,0.33333333333333337,41
P1V5_F03_920003__R8_commanded_release,GRAPH_COST_PHI,-0.33333333333333337,0.33333333333333337,41
P1V5_F03_920003__R8_commanded_release,GRAPH_COST_DEBT,-0.5000000000000001,0.16666666666666663,41
P1V5_F03_920003__R8_commanded_release,FULL_FROZEN,-0.5000000000000001,0.16666666666666663,41
P1V5_F03_920003__R8_commanded_release,NO_RECOVERY_CREDIT,-0.5000000000000001,0.16666666666666663,41
P1V5_F03_920003__R8_commanded_release,PAIRED_EVENT_BALANCED_V1,0.0,0.0,41
P1V5_F03_920003__R8_commanded_release,GLOBAL_POTENTIAL_AUDIT_V1,-0.33333333333333337,0.33333333333333337,41
P1V5_F04_920004__D1_A_then_B_clean_success,SPARSE_TERMINAL,1.0,1.0,131
P1V5_F04_920004__D1_A_then_B_clean_success,LINEAR_A_FIRST,1.0,1.0,131
P1V5_F04_920004__D1_A_then_B_clean_success,LINEAR_B_FIRST,1.0,1.0,131
P1V5_F04_920004__D1_A_then_B_clean_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,131
P1V5_F04_920004__D1_A_then_B_clean_success,GRAPH_COST_ONLY,0.75,0.75,131
P1V5_F04_920004__D1_A_then_B_clean_success,GRAPH_COST_PHI,0.75,0.75,131
P1V5_F04_920004__D1_A_then_B_clean_success,GRAPH_COST_DEBT,0.75,0.75,131
P1V5_F04_920004__D1_A_then_B_clean_success,FULL_FROZEN,0.75,0.75,131
P1V5_F04_920004__D1_A_then_B_clean_success,NO_RECOVERY_CREDIT,0.75,0.75,131
P1V5_F04_920004__D1_A_then_B_clean_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,131
P1V5_F04_920004__D1_A_then_B_clean_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,131
P1V5_F04_920004__D2_B_then_A_clean_success,SPARSE_TERMINAL,1.0,1.0,131
P1V5_F04_920004__D2_B_then_A_clean_success,LINEAR_A_FIRST,1.0,1.0,131
P1V5_F04_920004__D2_B_then_A_clean_success,LINEAR_B_FIRST,1.0,1.0,131
P1V5_F04_920004__D2_B_then_A_clean_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,131
P1V5_F04_920004__D2_B_then_A_clean_success,GRAPH_COST_ONLY,0.75,0.75,131
P1V5_F04_920004__D2_B_then_A_clean_success,GRAPH_COST_PHI,0.75,0.75,131
P1V5_F04_920004__D2_B_then_A_clean_success,GRAPH_COST_DEBT,0.75,0.75,131
P1V5_F04_920004__D2_B_then_A_clean_success,FULL_FROZEN,0.75,0.75,131
P1V5_F04_920004__D2_B_then_A_clean_success,NO_RECOVERY_CREDIT,0.75,0.75,131
P1V5_F04_920004__D2_B_then_A_clean_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,131
P1V5_F04_920004__D2_B_then_A_clean_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,131
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,LINEAR_A_FIRST,1.0,1.0,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,LINEAR_B_FIRST,1.0,1.0,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,0.75,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_PHI,0.75,0.75,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,0.75,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,FULL_FROZEN,0.75,0.75,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,NO_RECOVERY_CREDIT,0.75,0.75,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,171
P1V5_F04_920004__D3_A_done_B_loss_recovery_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,LINEAR_A_FIRST,1.0,1.0,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,LINEAR_B_FIRST,1.0,1.0,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,0.75,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_PHI,0.75,0.75,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,0.75,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,FULL_FROZEN,0.75,0.75,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,NO_RECOVERY_CREDIT,0.75,0.75,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,171
P1V5_F04_920004__D4_B_done_A_loss_recovery_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,171
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,SPARSE_TERMINAL,1.0,1.0,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,LINEAR_A_FIRST,1.0,1.3333333333333335,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,LINEAR_B_FIRST,1.0,1.3333333333333335,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,UNORDERED_COMPLETION_PROGRESS,1.0,1.3333333333333335,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,GRAPH_COST_ONLY,0.75,1.0,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,GRAPH_COST_PHI,0.75,1.0,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,GRAPH_COST_DEBT,0.75,1.0,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,FULL_FROZEN,0.75,1.0,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,NO_RECOVERY_CREDIT,0.75,1.0,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,PAIRED_EVENT_BALANCED_V1,0.0,0.0,259
P1V5_F04_920004__D5_completed_subgoal_invalidated_restored,GLOBAL_POTENTIAL_AUDIT_V1,0.75,1.0,259
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,SPARSE_TERMINAL,0.0,0.0,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_A_FIRST,0.3333333333333333,0.6666666666666666,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_B_FIRST,0.3333333333333333,0.6666666666666666,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_COMPLETION_PROGRESS,0.3333333333333333,0.6666666666666666,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_ONLY,0.25,0.5,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_PHI,0.25,0.5,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_DEBT,0.25,0.5,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,FULL_FROZEN,0.25,0.5,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,NO_RECOVERY_CREDIT,0.25,0.5,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,PAIRED_EVENT_BALANCED_V1,0.0,0.0,139
P1V5_F04_920004__D6_repeat_completed_subgoal_then_terminal_failure,GLOBAL_POTENTIAL_AUDIT_V1,0.25,0.5,139
P1V5_F04_920004__R1_clean_transport_success,SPARSE_TERMINAL,1.0,1.0,67
P1V5_F04_920004__R1_clean_transport_success,LINEAR_A_FIRST,1.0,1.25,67
P1V5_F04_920004__R1_clean_transport_success,LINEAR_B_FIRST,1.0,1.25,67
P1V5_F04_920004__R1_clean_transport_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.25,67
P1V5_F04_920004__R1_clean_transport_success,GRAPH_COST_ONLY,0.6666666666666666,0.8333333333333333,67
P1V5_F04_920004__R1_clean_transport_success,GRAPH_COST_PHI,1.0282397381620128,1.1949064048286795,67
P1V5_F04_920004__R1_clean_transport_success,GRAPH_COST_DEBT,0.6666666666666666,0.8333333333333333,67
P1V5_F04_920004__R1_clean_transport_success,FULL_FROZEN,1.0282397381620128,1.1949064048286795,67
P1V5_F04_920004__R1_clean_transport_success,NO_RECOVERY_CREDIT,1.0282397381620128,1.1949064048286795,67
P1V5_F04_920004__R1_clean_transport_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,67
P1V5_F04_920004__R1_clean_transport_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666666,1.1949064048286795,67
P1V5_F04_920004__R2_loss_at_40pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,LINEAR_A_FIRST,1.0,1.75,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,LINEAR_B_FIRST,1.0,1.75,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.75,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333333,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,GRAPH_COST_PHI,0.9329843193285314,1.599650985995198,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333333,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,FULL_FROZEN,0.9329843193285314,1.599650985995198,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,NO_RECOVERY_CREDIT,0.5996509859951978,1.2663176526618645,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,1.0,117
P1V5_F04_920004__R2_loss_at_40pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666669,1.98918844991075,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,SPARSE_TERMINAL,1.0,1.0,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,LINEAR_A_FIRST,1.0,1.75,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,LINEAR_B_FIRST,1.0,1.75,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.75,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,1.3333333333333333,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,GRAPH_COST_PHI,1.0897742763324414,1.7564409429991081,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,1.3333333333333333,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,FULL_FROZEN,1.0897742763324414,1.7564409429991081,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,NO_RECOVERY_CREDIT,0.7564409429991081,1.4231076096657747,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,1.0,117
P1V5_F04_920004__R3_loss_at_80pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666666,2.175904777725444,117
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,SPARSE_TERMINAL,1.0,1.0,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,LINEAR_A_FIRST,1.0,3.75,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,LINEAR_B_FIRST,1.0,3.75,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,3.75,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,GRAPH_COST_ONLY,0.666666666666667,3.333333333333333,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,GRAPH_COST_PHI,1.5293468656835232,4.213983175060382,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,GRAPH_COST_DEBT,0.666666666666667,3.333333333333333,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,FULL_FROZEN,1.5293468656835232,4.213983175060382,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,NO_RECOVERY_CREDIT,-0.13731980098314356,2.547316508393716,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,3.0,289
P1V5_F04_920004__R4_three_cycles_at_40pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666669,4.736369022911484,289
P1V5_F04_920004__R5_three_cycles_at_80pct_then_success,SPARSE_TERMINAL,1.0,1.0,289
P1V5_F04_920004__R5_three_cycles_at_80pct_then_success,LINEAR_A_FIRST,1.0,4.25,289
P1V5_F04_920004__R5_three_cycles_at_80pct_then_success,LINEAR_B_FIRST,1.0,4.25,289
P1V5_F04_920004__R5_three_cycles_at_80pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,4.25,289
P1V5_F04_920004__R5_three_cycles_at_80pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,3.333333333333333,289
P1V5_F04_920004__R5_three_cycles_at_80pct_then_success,GRAPH_COST_PHI,1.8027358675195682,4.517305236377916,289
P1V5_F04_920004__R5_three_cycles_at_80pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,3.333333333333333,289
