method,input_tier,rollout_id,time,capture_order,h,e,cos,rho,evidence_valid,evidence_duration
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.65,15,0.1712718055147423,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.7,17,0.21527180551474223,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.75,18,0.21527180551474223,0.0,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.8,19,0.21527180551474223,0.0,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.85,21,0.21527180551474223,0.0,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.9,22,0.21527180551474223,0.0,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.95,23,0.21527180551474223,0.0,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.0,25,0.21527180551474223,0.0,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.05,26,0.20286387971558095,2.7755575615628914e-17,1.0,1.626778042434508e-16,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.1,27,0.19045595391641978,2.7755575615628914e-17,0.9999999999999999,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.15,28,0.1780480281172584,2.7755575615628914e-17,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.2,29,0.16564010231809723,2.7755575615628914e-17,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.25,30,0.15323217651893584,2.8609792490763984e-17,1.0,4.066945106086269e-17,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.3,31,0.14082425071977467,2.8609792490763984e-17,0.9999999999999999,8.133890212172543e-17,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.35,32,0.1284163249206135,6.938893903907228e-18,0.9999999999999999,1.6267780424345073e-16,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.4,34,0.11600839912145211,6.938893903907228e-18,1.0000000000000002,8.13389021217254e-17,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.45,35,0.11600839912145211,6.938893903907228e-18,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.5,36,0.11600839912145211,6.938893903907228e-18,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.55,38,0.11600839912145211,6.938893903907228e-18,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.05,0,0.0,,,,False,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.1,1,-0.006265346089570634,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.15,3,-0.004905093606709987,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.2,4,-0.004066938913755314,,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.25,5,-0.004101917097858787,,0.3827949769316252,0.998217531827106,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.3,6,-0.004080435846702701,,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.35,8,-0.002847075734816795,,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.4,9,-0.0018641917427578703,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.45,11,-0.001410999074797581,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.5,12,0.0392718055147423,,0.9999979020282844,0.03918432659403338,True,0.04999999999999999
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.55,13,0.08327180551474223,0.0028652617197701498,1.0,0.0,True,0.10000000000000003
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.6,14,0.12727180551474226,0.0028652617197701498,1.0,0.0,True,0.14999999999999997
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.65,15,0.1712718055147423,0.0028652617197701498,1.0,0.0,True,0.2
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.7,17,0.21527180551474223,0.0028652617197701498,1.0,0.0,True,0.24999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.75,18,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.8,19,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.85,21,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.9,22,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.95,23,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.0,25,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.05,26,0.20286387971558095,0.0028652617197701498,1.0,1.626778042434508e-16,True,0.3
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.1,27,0.19045595391641978,0.0028652617197701498,0.9999999999999999,0.0,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.15,28,0.1780480281172584,0.0028652617197701498,1.0,0.0,True,0.39999999999999986
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.2,29,0.16564010231809723,0.0028652617197701498,1.0,0.0,True,0.4499999999999999
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.25,30,0.15323217651893584,0.00286526171977015,1.0,4.066945106086269e-17,True,0.49999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.3,31,0.14082425071977467,0.0028652617197701498,0.9999999999999999,8.133890212172543e-17,True,0.55
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.35,32,0.1284163249206135,0.0028652617197701493,0.9999999999999999,1.6267780424345073e-16,True,0.6000000000000001
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.4,34,0.11600839912145211,0.00286526171977015,1.0000000000000002,8.13389021217254e-17,True,0.6499999999999999
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.45,35,0.11600839912145211,0.00286526171977015,,,True,0.6499999999999999
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.5,36,0.11600839912145211,0.00286526171977015,,,True,0.6499999999999999
S_G_R,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.55,38,0.11600839912145211,0.00286526171977015,,,True,0.6499999999999999
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.05,0,0.0,,,,False,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.1,1,-0.006265346089570634,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.15,3,-0.004905093606709987,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.2,4,-0.004066938913755314,,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.25,5,-0.004101917097858787,,0.3827949769316252,0.998217531827106,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.3,6,-0.004080435846702701,,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.35,8,-0.002847075734816795,,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.4,9,-0.0018641917427578703,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.45,11,-0.001410999074797581,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.5,12,0.0392718055147423,,0.9999979020282844,0.03918432659403338,True,0.04999999999999999
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.55,13,0.08327180551474223,0.0028652617197701498,1.0,0.0,True,0.10000000000000003
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.6,14,0.12727180551474226,0.0028652617197701498,1.0,0.0,True,0.14999999999999997
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.65,15,0.1712718055147423,0.0028652617197701498,1.0,0.0,True,0.2
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.7,17,0.21527180551474223,0.0028652617197701498,1.0,0.0,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.75,18,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.8,19,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.85,21,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.9,22,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,0.95,23,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.0,25,0.21527180551474223,0.0028652617197701498,,,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.05,26,0.20286387971558095,0.0028652617197701498,1.0,1.626778042434508e-16,True,0.3
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.1,27,0.19045595391641978,0.0028652617197701498,0.9999999999999999,0.0,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.15,28,0.1780480281172584,0.0028652617197701498,1.0,0.0,True,0.39999999999999986
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.2,29,0.16564010231809723,0.0028652617197701498,1.0,0.0,True,0.4499999999999999
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.25,30,0.15323217651893584,0.00286526171977015,1.0,4.066945106086269e-17,True,0.49999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.3,31,0.14082425071977467,0.0028652617197701498,0.9999999999999999,8.133890212172543e-17,True,0.55
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.35,32,0.1284163249206135,0.0028652617197701493,0.9999999999999999,1.6267780424345073e-16,True,0.6000000000000001
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.4,34,0.11600839912145211,0.00286526171977015,1.0000000000000002,8.13389021217254e-17,True,0.6499999999999999
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.45,35,0.11600839912145211,0.00286526171977015,,,True,0.6499999999999999
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.5,36,0.11600839912145211,0.00286526171977015,,,True,0.6499999999999999
S_G_HR,S,L2RAR2_REPAIR_02_840002:K3_normal_hold_pause_resume,1.55,38,0.11600839912145211,0.00286526171977015,,,True,0.6499999999999999
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.05,0,0.0,,,,False,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.1,1,-0.006265346089570634,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.15,3,-0.004905093606709987,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.2,4,-0.004066938913755314,,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.25,5,-0.004101917097858787,,0.3827949769316252,0.998217531827106,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.3,6,-0.004080435846702701,,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.35,8,-0.002847075734816795,,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.4,9,-0.0018641917427578703,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.45,11,-0.001410999074797581,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.5,12,0.0392718055147423,,0.9999979020282844,0.03918432659403338,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.55,13,0.08327180551474223,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.6,14,0.12727180551474226,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.65,15,0.1712718055147423,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.7,17,0.21527180551474223,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.75,18,0.20286387971558095,2.7755575615628914e-17,1.0,1.626778042434508e-16,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.8,19,0.19045595391641978,2.7755575615628914e-17,0.9999999999999999,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.85,20,0.1780480281172584,2.7755575615628914e-17,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.9,21,0.16564010231809723,2.7755575615628914e-17,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.95,22,0.16541804486076384,0.00022397308046339298,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.0,23,0.1647148308775802,0.0009274708093694919,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.05,24,0.16400637007146535,0.0016349261055510268,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.1,25,0.1632985024833139,0.0023423638871415613,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.15,26,0.16259118007481455,0.0030494652736393125,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.2,27,0.16188439154971523,0.003756124365841668,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.25,28,0.1611848813886152,0.0044555518010065236,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.3,30,0.16050271154323048,0.005137660896293472,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.35,31,0.1598443410547178,0.005795988718912927,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.4,32,0.15921415952648799,0.006426138076045599,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.45,34,0.15861223652013579,0.007028034898937625,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.05,0,0.0,,,,False,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.1,1,-0.006265346089570634,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.15,3,-0.004905093606709987,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.2,4,-0.004066938913755314,,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.25,5,-0.004101917097858787,,0.3827949769316252,0.998217531827106,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.3,6,-0.004080435846702701,,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.35,8,-0.002847075734816795,,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.4,9,-0.0018641917427578703,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.45,11,-0.001410999074797581,,,,True,0.0
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.5,12,0.0392718055147423,,0.9999979020282844,0.03918432659403338,True,0.04999999999999999
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.55,13,0.08327180551474223,0.0028652617197701498,1.0,0.0,True,0.10000000000000003
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.6,14,0.12727180551474226,0.0028652617197701498,1.0,0.0,True,0.14999999999999997
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.65,15,0.1712718055147423,0.0028652617197701498,1.0,0.0,True,0.2
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.7,17,0.21527180551474223,0.0028652617197701498,1.0,0.0,True,0.24999999999999994
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.75,18,0.20286387971558095,0.0028652617197701498,1.0,1.626778042434508e-16,True,0.3
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.8,19,0.19045595391641978,0.0028652617197701498,0.9999999999999999,0.0,True,0.35000000000000003
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.85,20,0.1780480281172584,0.0028652617197701498,1.0,0.0,True,0.39999999999999997
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.9,21,0.16564010231809723,0.0028652617197701498,1.0,0.0,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.95,22,0.16541804486076384,0.0030869913742548644,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.0,23,0.1647148308775802,0.0037904311278332127,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.05,24,0.16400637007146535,0.00449858663014854,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.1,25,0.1632985024833139,0.0052062750296590025,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.15,26,0.16259118007481455,0.005913502815046501,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.2,27,0.16188439154971523,0.006620233928507259,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.25,28,0.1611848813886152,0.007319691535445116,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.3,30,0.16050271154323048,0.008001841244132049,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.35,31,0.1598443410547178,0.00866022218866361,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.4,32,0.15921415952648799,0.009290421724953169,,,True,0.45
S_G_R,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.45,34,0.15861223652013579,0.009892355444355518,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.05,0,0.0,,,,False,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.1,1,-0.006265346089570634,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.15,3,-0.004905093606709987,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.2,4,-0.004066938913755314,,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.25,5,-0.004101917097858787,,0.3827949769316252,0.998217531827106,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.3,6,-0.004080435846702701,,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.35,8,-0.002847075734816795,,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.4,9,-0.0018641917427578703,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.45,11,-0.001410999074797581,,,,True,0.0
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.5,12,0.0392718055147423,,0.9999979020282844,0.03918432659403338,True,0.04999999999999999
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.55,13,0.08327180551474223,0.0028652617197701498,1.0,0.0,True,0.10000000000000003
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.6,14,0.12727180551474226,0.0028652617197701498,1.0,0.0,True,0.14999999999999997
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.65,15,0.1712718055147423,0.0028652617197701498,1.0,0.0,True,0.2
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.7,17,0.21527180551474223,0.0028652617197701498,1.0,0.0,True,0.24999999999999994
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.75,18,0.20286387971558095,0.0028652617197701498,1.0,1.626778042434508e-16,True,0.3
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.8,19,0.19045595391641978,0.0028652617197701498,0.9999999999999999,0.0,True,0.35000000000000003
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.85,20,0.1780480281172584,0.0028652617197701498,1.0,0.0,True,0.39999999999999997
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.9,21,0.16564010231809723,0.0028652617197701498,1.0,0.0,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,0.95,22,0.16541804486076384,0.0030869913742548644,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.0,23,0.1647148308775802,0.0037904311278332127,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.05,24,0.16400637007146535,0.00449858663014854,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.1,25,0.1632985024833139,0.0052062750296590025,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.15,26,0.16259118007481455,0.005913502815046501,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.2,27,0.16188439154971523,0.006620233928507259,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.25,28,0.1611848813886152,0.007319691535445116,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.3,30,0.16050271154323048,0.008001841244132049,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.35,31,0.1598443410547178,0.00866022218866361,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.4,32,0.15921415952648799,0.009290421724953169,,,True,0.45
S_G_HR,S,L2RAR2_REPAIR_02_840002:K4_regular_hold_loss,1.45,34,0.15861223652013579,0.009892355444355518,,,True,0.45
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.05,0,0.0,,,,False,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.1,1,-0.006265346089570634,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.15,3,-0.004905093606709987,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.2,4,-0.004066938913755314,,-0.40576581088218217,0.9927578674929481,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.25,5,-0.004101917097858787,,0.3827949769316252,0.998217531827106,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.3,6,-0.004080435846702701,,-0.9023494039467091,0.9998865672338895,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.35,8,-0.002847075734816795,,-0.3874867417141167,0.9891228511811267,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.4,9,-0.0018641917427578703,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.45,11,-0.001410999074797581,,,,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.5,12,0.0392718055147423,,0.9999979020282844,0.03918432659403338,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.55,13,0.08327180551474223,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.6,14,0.12727180551474226,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.65,15,0.1712718055147423,0.0,1.0,0.0,True,0.0
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,0.7,17,0.21527180551474223,0.0,1.0,0.0,True,0.0
